"year","month","day","precip_mm","ET_mm"
1996,6,20,5,1.24936383757953
1996,6,21,0.100000001490116,1.23033478868538
1996,6,22,0,1.21130573979122
1996,6,23,24.7000007629395,1.19227669089707
1996,6,24,6,1.17324764200292
1996,6,25,5.80000019073486,1.15421859310877
1996,6,26,22,1.13518954421462
1996,6,27,11,1.11616049532046
1996,6,28,0.600000023841858,1.09713144642631
1996,6,29,13.5,1.07810239753216
1996,6,30,8.39999961853027,1.05907334863801
1996,7,1,0.600000023841858,1.06388780878652
1996,7,2,8.30000019073486,1.06870226893503
1996,7,3,0.100000001490116,1.07351672908354
1996,7,4,0.5,1.07833118923204
1996,7,5,17.8999996185303,1.08314564938055
1996,7,6,15.1999998092651,1.08796010952906
1996,7,7,2.29999995231628,1.09277456967757
1996,7,8,0.300000011920929,1.09758902982608
1996,7,9,0,1.10240348997459
1996,7,10,0.100000001490116,1.1072179501231
1996,7,11,3.40000009536743,1.11203241027161
1996,7,12,1.39999997615814,1.11684687042011
1996,7,13,4.19999980926514,1.12166133056862
1996,7,14,2,1.12647579071713
1996,7,15,2.20000004768372,1.13129025086564
1996,7,16,1.10000002384186,1.13610471101415
1996,7,17,12.5,1.14091917116266
1996,7,18,0.800000011920929,1.14573363131117
1996,7,19,15.6000003814697,1.15054809145968
1996,7,20,10,1.15536255160818
1996,7,21,3.5,1.16017701175669
1996,7,22,3.90000009536743,1.1649914719052
1996,7,23,13.3000001907349,1.16980593205371
1996,7,24,8.39999961853027,1.17462039220222
1996,7,25,1.20000004768372,1.17943485235073
1996,7,26,0.100000001490116,1.18424931249924
1996,7,27,0.100000001490116,1.18906377264774
1996,7,28,0,1.19387823279625
1996,7,29,5.40000009536743,1.19869269294476
1996,7,30,7.80000019073486,1.20350715309327
1996,7,31,1.10000002384186,1.20832161324178
1996,8,1,27.5,1.23034686973795
1996,8,2,9.30000019073486,1.25237212623411
1996,8,3,15.6999998092651,1.27439738273028
1996,8,4,9.80000019073486,1.29642263922645
1996,8,5,4,1.31844789572262
1996,8,6,2.79999995231628,1.34047315221879
1996,8,7,12.8999996185303,1.36249840871495
1996,8,8,3.59999990463257,1.38452366521112
1996,8,9,2.20000004768372,1.40654892170729
1996,8,10,0,1.42857417820346
1996,8,11,0,1.45059943469962
1996,8,12,1.29999995231628,1.47262469119579
1996,8,13,1.60000002384186,1.49464994769196
1996,8,14,7,1.51667520418813
1996,8,15,1.60000002384186,1.5387004606843
1996,8,16,7.69999980926514,1.56072571718046
1996,8,17,12.6999998092651,1.58275097367663
1996,8,18,7.90000009536743,1.6047762301728
1996,8,19,3.20000004768372,1.62680148666897
1996,8,20,1.20000004768372,1.64882674316513
1996,8,21,0.200000002980232,1.6708519996613
1996,8,22,1.79999995231628,1.69287725615747
1996,8,23,1.5,1.71490251265364
1996,8,24,0.400000005960464,1.7369277691498
1996,8,25,1.20000004768372,1.75895302564597
1996,8,26,1.60000002384186,1.78097828214214
1996,8,27,16.5,1.80300353863831
1996,8,28,3.70000004768372,1.82502879513448
1996,8,29,0.300000011920929,1.84705405163064
1996,8,30,0,1.86907930812681
1996,8,31,0,1.89110456462298
1996,9,1,0,1.92658474751232
1996,9,2,4.40000009536743,1.96206493040167
1996,9,3,2.59999990463257,1.99754511329101
1996,9,4,1.10000002384186,2.03302529618035
1996,9,5,3.70000004768372,2.0685054790697
1996,9,6,7.30000019073486,2.10398566195904
1996,9,7,0.600000023841858,2.13946584484838
1996,9,8,0.699999988079071,2.17494602773773
1996,9,9,5.80000019073486,2.21042621062707
1996,9,10,2.40000009536743,2.24590639351642
1996,9,11,0.699999988079071,2.28138657640576
1996,9,12,13.3000001907349,2.3168667592951
1996,9,13,12.1999998092651,2.35234694218445
1996,9,14,3.59999990463257,2.38782712507379
1996,9,15,0,2.42330730796313
1996,9,16,0.5,2.45878749085248
1996,9,17,3.09999990463257,2.49426767374182
1996,9,18,0.100000001490116,2.52974785663117
1996,9,19,6.5,2.56522803952051
